Ano;Mês;Indicador;Descrição;Município;UF;Prestadora;Resultado;Número de Coletores;Número de Medidas;Limite Inferior;Limite Superior;data
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;75,66;73022;319723;75,5296;75,7881;2022-10-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;76,40;65892;293337;76,2628;76,5327;2022-11-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;78,64;68836;303833;78,5112;78,7764;2022-04-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;93,05;2289;10872;92,3454;93,7472;2022-03-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;76,76;73014;277570;76,6213;76,8988;2022-12-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;82,87;16305;38218;82,4968;83,2445;2022-05-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;83,51;11656;23093;83,0259;83,9878;2022-04-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;76,71;88929;426520;76,5970;76,8208;2022-09-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;81,22;29490;92276;80,9820;81,4632;2022-10-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;92,41;18255;86562;92,1593;92,6561;2022-06-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;81,61;29340;94721;81,3740;81,8490;2022-09-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;90,04;46569;185007;89,8699;90,2097;2022-11-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;77,56;99881;540220;77,4647;77,6635;2022-08-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;91,48;43726;187921;91,3118;91,6490;2022-10-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;77,88;93192;495682;77,7747;77,9823;2022-07-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;78,21;78919;383001;78,0897;78,3259;2022-05-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;81,06;29404;82687;80,8093;81,3176;2022-12-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;92,27;11768;52981;91,9570;92,5921;2022-05-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;91,97;3495;18261;91,4311;92,5128;2022-04-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;82,11;24734;72392;81,8371;82,3804;2022-07-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;92,23;25368;113703;92,0165;92,4500;2022-07-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;91,96;37838;163946;91,7796;92,1406;2022-09-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;78,12;85758;449645;78,0159;78,2339;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;81,83;28158;88418;81,5816;82,0732;2022-08-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;85,02;6278;8897;84,2453;85,7950;2022-03-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;82,61;20806;55010;82,2947;82,9179;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;91,96;32470;142968;91,7657;92,1523;2022-08-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;vivo;81,08;29143;86786;80,8341;81,3302;2022-11-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;tim;78,84;47410;156413;78,6526;79,0222;2022-03-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;salvador;ba;claro;88,89;49781;183902;88,7236;89,0645;2022-12-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;74,53;22617;61142;74,2309;74,8220;2022-10-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;87,57;6752;21112;87,0633;88,0693;2022-07-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;91,22;696;2631;89,7952;92,6449;2022-04-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;76,73;15673;37223;76,3477;77,1053;2022-06-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;78,86;2759;7546;78,0216;79,7043;2022-05-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;92,38;446;1601;90,5531;94,2063;2022-03-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;77,42;5740;8856;76,6449;78,1981;2022-03-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;75,20;2289;5734;74,2353;76,1657;2022-12-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;77,60;3284;9611;76,8530;78,3440;2022-07-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;76,90;12580;26894;76,4519;77,3432;2022-05-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;75,38;21812;59341;75,0812;75,6812;2022-08-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;76,83;9543;17882;76,2784;77,3715;2022-04-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;76,37;18707;48071;76,0364;76,7031;2022-07-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;84,62;13398;40438;84,2599;84,9868;2022-11-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;78,17;3042;8726;77,3862;78,9510;2022-06-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;77,13;2990;8143;76,3238;77,9436;2022-09-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;77,11;1423;3185;75,8164;78,4064;2022-03-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;86,04;10930;34098;85,6473;86,4389;2022-09-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;85,76;12762;40418;85,3928;86,1198;2022-10-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;88,85;2854;8927;88,0805;89,6275;2022-05-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;74,56;23531;61955;74,2653;74,8525;2022-11-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;83,91;13901;40193;83,5430;84,2721;2022-12-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;78,17;2321;5954;77,2187;79,1131;2022-04-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;75,02;22388;61085;74,7292;75,3206;2022-09-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;vivo;75,38;25126;64272;75,0960;75,6725;2022-12-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;88,07;4788;15275;87,4806;88,6633;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;77,34;3557;10571;76,6328;78,0545;2022-08-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;75,78;2297;6190;74,8545;76,7124;2022-10-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;tim;74,57;2032;5521;73,5862;75,5534;2022-11-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;vitoria;es;claro;86,64;9020;28210;86,2008;87,0710;2022-08-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,69;39874;58093;78,3843;78,9908;2022-07-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;75,84;99999;507801;75,7365;75,9417;2022-09-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,43;10895;10060;77,7007;79,1580;2022-03-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,13;43640;65405;77,8397;78,4113;2022-11-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;75,91;99999;465960;75,7992;76,0133;2022-05-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,98;2486;11429;91,2929;92,6601;2022-03-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;76,04;99999;600982;75,9476;76,1361;2022-07-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,44;14040;58319;91,1392;91,7445;2022-05-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;78,67;97070;392074;78,5569;78,7903;2022-12-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,71;34165;45496;78,3675;79,0528;2022-06-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;86,85;70190;278188;86,7073;86,9845;2022-11-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,34;45255;179750;91,1655;91,5103;2022-08-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;76,29;61701;188401;76,1178;76,4546;2022-03-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;77,06;80681;334434;76,9351;77,1879;2022-11-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,27;45878;71528;77,9925;78,5391;2022-08-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,13;45318;71123;77,8596;78,4077;2022-09-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;79,00;27100;33234;78,6021;79,4040;2022-05-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,66;3811;19049;91,1288;92,1878;2022-04-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;77,62;44550;68074;77,3412;77,9015;2022-10-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;88,62;64738;266101;88,4799;88,7632;2022-10-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;76,04;90667;367643;75,9208;76,1619;2022-04-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,41;33908;136777;91,2124;91,6077;2022-07-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;78,77;41866;60882;78,4774;79,0698;2022-12-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;vivo;79,34;20071;22388;78,8552;79,8322;2022-04-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;91,34;24112;100268;91,1044;91,5660;2022-06-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;86,17;74729;312830;86,0381;86,2995;2022-12-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;claro;90,81;55330;221122;90,6568;90,9677;2022-09-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;76,13;99999;544340;76,0320;76,2301;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;75,98;99999;650415;75,8911;76,0724;2022-08-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;belo horizonte;mg;tim;76,29;91307;377127;76,1733;76,4113;2022-10-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;81,53;6858;30814;81,1147;81,9474;2022-06-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;79,05;20662;87986;78,8079;79,3007;2022-12-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;80,94;26055;135571;80,7391;81,1361;2022-08-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;82,09;827;3462;80,8491;83,3334;2022-03-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;81,56;4392;18116;81,0147;82,1007;2022-05-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;76,79;6828;30366;76,3737;77,2125;2022-11-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;81,99;5693;30637;81,5715;82,4066;2022-09-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;81,02;20380;92733;80,7796;81,2597;2022-05-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;81,50;11957;51606;81,1765;81,8199;2022-08-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;85,52;4923;27852;85,0783;85,9542;2022-07-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;80,71;12258;38321;80,3395;81,0862;2022-03-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;88,84;2850;14290;88,2293;89,4520;2022-04-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;81,07;23353;110210;80,8459;81,2862;2022-09-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;81,84;9462;40689;81,4755;82,2001;2022-07-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;76,16;7319;31099;75,7455;76,5744;2022-12-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;80,93;19444;88103;80,6868;81,1792;2022-10-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;80,93;24266;123829;80,7240;81,1394;2022-07-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;80,97;14091;61733;80,6771;81,2654;2022-09-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;81,18;17715;73520;80,9097;81,4488;2022-04-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;78,84;5915;27768;78,4039;79,2811;2022-10-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;83,14;1313;6128;82,2093;84,0765;2022-04-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;80,71;18053;76316;80,4472;80,9763;2022-12-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;81,00;16132;74571;80,7343;81,2696;2022-10-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;83,42;5534;32417;83,0101;83,8220;2022-08-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;80,01;17592;84314;79,7570;80,2604;2022-11-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;tim;81,21;22197;111117;80,9915;81,4300;2022-06-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;87,85;1782;6553;86,9500;88,7557;2022-03-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;88,17;4304;23046;87,6900;88,6529;2022-06-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;vivo;88,55;3605;18618;88,0190;89,0903;2022-05-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;teresina;pi;claro;80,82;17078;76896;80,5559;81,0831;2022-11-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;81,77;15032;79788;81,5080;82,0255;2022-10-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;81,85;21536;85713;81,6049;82,1041;2022-07-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;82,10;15392;65100;81,8180;82,3909;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;74,37;89372;422991;74,2622;74,4870;2022-08-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;73,35;65927;264525;73,2113;73,4955;2022-10-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;83,92;2776;11843;83,2514;84,5945;2022-04-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;71,94;20929;100750;71,7133;72,1738;2022-12-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;84,82;1616;6693;83,9266;85,7133;2022-03-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;79,92;38758;148263;79,7330;80,1126;2022-10-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;73,87;61088;247005;73,7203;74,0144;2022-11-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;73,66;79984;342144;73,5361;73,7860;2022-09-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;82,04;9801;39524;81,6736;82,4089;2022-05-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;94,13;3957;14460;93,5189;94,7344;2022-03-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;92,75;9320;53548;92,4330;93,0646;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;81,23;27517;107394;81,0105;81,4566;2022-08-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;80,37;32670;125929;80,1663;80,5782;2022-09-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;92,45;11036;65300;92,1655;92,7376;2022-07-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;79,40;41592;147409;79,2077;79,5884;2022-11-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;74,90;68966;291085;74,7663;75,0372;2022-05-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;claro;78,87;44802;150322;78,6795;79,0565;2022-12-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;75,41;18863;97717;75,1784;75,6460;2022-11-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;75,51;60158;231031;75,3538;75,6579;2022-04-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;74,64;72173;258731;74,5006;74,7880;2022-12-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;93,25;6375;30809;92,8303;93,6630;2022-04-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;92,94;7799;41207;92,5806;93,3007;2022-05-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;74,50;75586;349821;74,3771;74,6242;2022-06-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;91,76;12792;77594;91,4999;92,0247;2022-08-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;vivo;88,18;13575;78215;87,9145;88,4371;2022-09-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;75,98;40726;119280;75,7650;76,1883;2022-03-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;fortaleza;ce;tim;74,31;82696;386855;74,1894;74,4244;2022-07-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;72,93;9257;39796;72,5605;73,2932;2022-06-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;72,11;12378;83123;71,8613;72,3683;2022-09-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;74,24;8919;33318;73,8387;74,6395;2022-05-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;72,95;19692;77570;72,6884;73,2132;2022-09-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;73,60;24003;88159;73,3492;73,8415;2022-11-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;78,24;8569;48556;77,9075;78,5708;2022-06-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;73,55;25124;86936;73,3039;73,7996;2022-12-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;72,97;22548;89208;72,7240;73,2134;2022-10-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;78,58;11827;48212;78,2513;78,9170;2022-09-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;75,67;4562;12478;75,0149;76,3234;2022-03-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;67,95;14564;77398;67,6834;68,2089;2022-12-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;73,31;16635;66575;73,0295;73,5960;2022-08-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;79,22;7020;36543;78,8400;79,6046;2022-05-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;69,91;12548;77602;69,6456;70,1703;2022-10-28
2022;6;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;75,94;9984;41767;75,5851;76,3003;2022-06-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;80,31;2930;9214;79,5485;81,0713;2022-03-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;78,66;9957;62579;78,3684;78,9527;2022-07-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;83,59;12458;45003;83,2498;83,9388;2022-12-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;76,45;1705;7714;75,6132;77,2775;2022-04-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;74,50;11632;78028;74,2334;74,7566;2022-08-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;77,18;12577;53801;76,8656;77,4958;2022-08-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;81,76;10808;43188;81,4122;82,1156;2022-10-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;79,81;5205;24398;79,3407;80,2765;2022-04-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;vivo;68,59;12827;73904;68,3214;68,8591;2022-11-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;76,64;11204;47462;76,3026;76,9736;2022-07-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;77,00;1027;4457;75,9077;78,0972;2022-03-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;73,32;7315;24558;72,8579;73,7907;2022-04-28
2022;7;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;73,22;12854;52583;72,9007;73,5382;2022-07-28
2022;5;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;claro;72,43;5720;23777;71,9573;72,9053;2022-05-28
2022;11;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;sao luis;ma;tim;83,42;10558;42461;83,0627;83,7721;2022-11-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;claro;70,69;6635;25554;70,2323;71,1467;2022-08-28
2022;3;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;vivo;90,86;559;2209;89,3005;92,4106;2022-03-28
2022;8;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;tim;89,26;2575;10329;88,5441;89,9823;2022-08-28
2022;12;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;claro;65,96;10134;34947;65,5660;66,3479;2022-12-28
2022;4;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;claro;74,49;631;2818;73,1086;75,8622;2022-04-28
2022;10;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;tim;86,26;2330;8440;85,4603;87,0514;2022-10-28
2022;9;INF5-5;experiencia do uso de aplicativos em redes de dados - jogos online;palmas;to;tim;88,20;2295;8612;87,4149;88,9900;2022-09-28
